date,mode,pcs
1983-05-17,1,695.15704
1983-05-17,2,748.5296
1983-05-17,3,-322.04773
1983-05-17,4,144.1023
1983-05-17,5,-20.49569
1983-05-17,6,41.34228
1983-05-17,7,19.653955
1983-05-17,8,268.6695
1983-05-17,9,-109.61951
1983-05-18,0,691.2357
1983-05-18,1,292.44052
1983-05-18,2,486.3973
1983-05-18,3,-542.1265
1983-05-18,4,220.26334
1983-05-18,5,302.53482
1983-05-18,6,-162.88417
1983-05-18,7,-8.157784
1983-05-18,8,-35.68187
1983-05-18,9,57.910122
1983-05-19,0,120.39277
1983-05-19,1,-11.260737
1983-05-19,2,772.7534
1983-05-19,3,-511.05283
1983-05-19,4,32.504356
1983-05-19,5,276.62033
1983-05-19,6,-110.67441
1983-05-19,7,-107.855225
1983-05-19,8,-70.44172
1983-05-19,9,-54.116795
1983-05-20,0,116.38495
1983-05-20,1,-315.73212
1983-05-20,2,875.50934
1983-05-20,3,-345.07486
1983-05-20,4,176.27573
1983-05-20,5,0.24888402
1983-05-20,6,34.02022
1983-05-20,7,-193.7475
1983-05-20,8,196.29774
1983-05-20,9,107.30759
1983-05-21,0,218.16544
1983-05-21,1,-421.06036
1983-05-21,2,768.21735
1983-05-21,3,-193.95651
1983-05-21,4,236.24382
1983-05-21,5,173.21736
1983-05-21,6,-126.59787
1983-05-21,7,-14.286279
1983-05-21,8,82.9607
1983-05-21,9,98.587814
1983-05-22,0,177.00214
1983-05-22,1,-315.17325
1983-05-22,2,682.85406
1983-05-22,3,-93.10556
1983-05-22,4,126.23736
1983-05-22,5,273.89035
1983-05-22,6,-22.395916
1983-05-22,7,-128.10155
1983-05-22,8,15.063821
1983-05-22,9,-137.4204
1983-05-23,0,485.1104
1983-05-23,1,-475.37326
1983-05-23,2,586.22125
1983-05-23,3,-10.255334
1983-05-23,4,14.193074
1983-05-23,5,-86.47492
1983-05-23,6,24.017483
1983-05-23,7,-236.46622
1983-05-23,8,50.256783
1983-05-23,9,19.220161
1983-05-24,0,705.44574
1983-05-24,1,-428.9817
1983-05-24,2,210.12195
1983-05-24,3,97.44117
1983-05-24,4,-29.764412
1983-05-24,5,-98.95083
1983-05-24,6,58.95946
1983-05-24,7,-123.62489
1983-05-24,8,172.11314
1983-05-24,9,-57.24978
1983-05-25,0,747.7266
1983-05-25,1,-464.53372
1983-05-25,2,-20.600346
1983-05-25,3,67.15722
1983-05-25,4,-45.434025
1983-05-25,5,76.861176
1983-05-25,6,212.37346
1983-05-25,7,28.549374
1983-05-25,8,77.58696
1983-05-25,9,-118.81584
1983-05-26,0,887.07574
1983-05-26,1,-358.16223
1983-05-26,2,21.928303
1983-05-26,3,-10.967789
1983-05-26,4,-151.18391
1983-05-26,5,-99.28837
1983-05-26,6,110.445694
1983-05-26,7,120.4812
1983-05-26,8,101.479034
1983-05-26,9,17.548197
1983-05-27,0,944.15265
1983-05-27,1,-305.4953
1983-05-27,2,-198.37991
1983-05-27,3,-110.15621
1983-05-27,4,-242.14342
1983-05-27,5,-122.689835
1983-05-27,6,128.3144
1983-05-27,7,162.43912
1983-05-27,8,188.03967
1983-05-27,9,13.592637
1983-05-28,0,814.5768
1983-05-28,1,-560.0297
1983-05-28,2,-370.3078
1983-05-28,3,-160.30879
1983-05-28,4,-4.1679673
1983-05-28,5,-114.019295
1983-05-28,6,173.51079
1983-05-28,7,85.77433
1983-05-28,8,23.646145
1983-05-28,9,49.613407
1983-05-29,0,949.7404
1983-05-29,1,-774.8494
1983-05-29,2,-133.6593
1983-05-29,3,-16.099232
1983-05-29,4,186.35243
1983-05-29,5,-141.85025
1983-05-29,6,154.6813
1983-05-29,7,-8.060866
1983-05-29,8,-171.06459
1983-05-29,9,-198.34883
1983-05-30,0,1028.3821
1983-05-30,1,-547.9432
1983-05-30,2,331.31342
1983-05-30,3,-95.0547
1983-05-30,4,-232.41602
1983-05-30,5,-205.71144
1983-05-30,6,54.730915
1983-05-30,7,-160.7884
1983-05-30,8,-125.41666
1983-05-30,9,-218.80678
1983-05-31,0,1047.9126
1983-05-31,1,64.899216
1983-05-31,2,580.11444
1983-05-31,3,-289.22977
1983-05-31,4,-451.44708
1983-05-31,5,-295.04868
1983-05-31,6,-101.65311
1983-05-31,7,-76.2964
1983-05-31,8,-80.68063
1983-05-31,9,-149.55779
1983-06-01,0,902.10596
1983-06-01,1,628.3986
1983-06-01,2,542.1513
1983-06-01,3,-223.9077
1983-06-01,4,-225.94305
1983-06-01,5,-306.44348
1983-06-01,6,-112.64271
1983-06-01,7,23.334476
1983-06-01,8,74.759575
1983-06-01,9,-211.76642
1984-05-17,0,334.66006
1984-05-17,1,777.5115
1984-05-17,2,-732.3587
1984-05-17,3,-339.77197
1984-05-17,4,-68.698746
1984-05-17,5,533.09656
1984-05-17,6,168.86432
1984-05-17,7,178.94373
1984-05-17,8,-85.2171
1984-05-17,9,70.61231
1984-05-18,0,24.968462
1984-05-18,1,181.16026
1984-05-18,2,-512.95795
1984-05-18,3,-201.44604
1984-05-18,4,1.8422048
1984-05-18,5,589.3053
1984-05-18,6,398.77917
1984-05-18,7,103.963936
1984-05-18,8,-258.10324
1984-05-18,9,83.783134
1984-05-19,0,208.96649
1984-05-19,1,-303.58752
1984-05-19,2,-237.62979
1984-05-19,3,-74.00852
1984-05-19,4,0.61718154
1984-05-19,5,501.45642
1984-05-19,6,212.60037
1984-05-19,7,78.49336
1984-05-19,8,-238.10652
1984-05-19,9,142.36873
1984-05-20,0,445.87976
1984-05-20,1,-197.56766
1984-05-20,2,-105.604034
1984-05-20,3,158.46509
1984-05-20,4,-115.73158
1984-05-20,5,383.72348
1984-05-20,6,-273.67902
1984-05-20,7,222.96846
1984-05-20,8,-217.65686
1984-05-20,9,121.45411
1984-05-21,0,181.51231
1984-05-21,1,175.84503
1984-05-21,2,105.70712
1984-05-21,3,272.8596
1984-05-21,4,-291.5403
1984-05-21,5,304.7137
1984-05-21,6,-259.11526
1984-05-21,7,477.8721
1984-05-21,8,18.101007
1984-05-21,9,-5.5519605
1984-05-22,0,-271.4906
1984-05-22,1,29.918331
1984-05-22,2,532.8545
1984-05-22,3,286.59784
1984-05-22,4,-365.39905
1984-05-22,5,403.36945
1984-05-22,6,-3.0505676
1984-05-22,7,381.116
1984-05-22,8,-104.56683
1984-05-22,9,-109.83974
1984-05-23,0,-108.317696
1984-05-23,1,-553.7528
1984-05-23,2,432.81418
1984-05-23,3,773.98804
1984-05-23,4,-250.64386
1984-05-23,5,-7.5069075
1984-05-23,6,-36.14589
1984-05-23,7,117.33267
1984-05-23,8,-87.28598
1984-05-23,9,178.9691
1984-05-24,0,217.88586
1984-05-24,1,-186.12843
1984-05-24,2,-170.15144
1984-05-24,3,848.0596
1984-05-24,4,6.17126
1984-05-24,5,200.10565
1984-05-24,6,21.363005
1984-05-24,7,239.16747
1984-05-24,8,333.68744
1984-05-24,9,146.46161
1984-05-25,0,-126.76002
1984-05-25,1,22.795084
1984-05-25,2,310.9307
1984-05-25,3,583.77216
1984-05-25,4,76.82124
1984-05-25,5,491.22482
1984-05-25,6,142.42989
1984-05-25,7,348.0712
1984-05-25,8,30.453703
1984-05-25,9,-24.05967
1984-05-26,0,1.1753207
1984-05-26,1,-141.87447
1984-05-26,2,800.36694
1984-05-26,3,544.26434
