date,mode,pcs
1984-05-17,6,160.8124
1984-05-17,7,1263.4883
1984-05-17,8,-1914.1984
1984-05-17,9,391.09604
1984-05-18,0,6149.6445
1984-05-18,1,1339.0297
1984-05-18,2,1486.3531
1984-05-18,3,3128.5083
1984-05-18,4,2787.0847
1984-05-18,5,2136.6145
1984-05-18,6,-705.7601
1984-05-18,7,282.61542
1984-05-18,8,483.22073
1984-05-18,9,-50.734707
1984-05-19,0,2129.8281
1984-05-19,1,-1045.3993
1984-05-19,2,4407.109
1984-05-19,3,3098.5393
1984-05-19,4,1629.1499
1984-05-19,5,-240.81908
1984-05-19,6,-1223.2704
1984-05-19,7,399.52118
1984-05-19,8,1021.65247
1984-05-19,9,-256.584
1984-05-20,0,-2245.156
1984-05-20,1,-2518.2656
1984-05-20,2,685.7066
1984-05-20,3,1648.1359
1984-05-20,4,247.32993
1984-05-20,5,-2020.6798
1984-05-20,6,-1744.5309
1984-05-20,7,-889.5074
1984-05-20,8,-1536.3381
1984-05-20,9,-141.67027
1984-05-21,0,-4269.986
1984-05-21,1,3095.996
1984-05-21,2,-681.97095
1984-05-21,3,233.1546
1984-05-21,4,1373.446
1984-05-21,5,-1030.4166
1984-05-21,6,571.25354
1984-05-21,7,-1336.994
1984-05-21,8,-1892.831
1984-05-21,9,-922.3874
1984-05-22,0,-3785.1875
1984-05-22,1,4969.7026
1984-05-22,2,2030.4376
1984-05-22,3,-426.25342
1984-05-22,4,-1032.8011
1984-05-22,5,1.8721523
1984-05-22,6,335.9802
1984-05-22,7,-220.60834
1984-05-22,8,-902.1826
1984-05-22,9,-4.4108663
1984-05-23,0,529.64996
1984-05-23,1,-909.5336
1984-05-23,2,4216.1504
1984-05-23,3,1633.7583
1984-05-23,4,-3133.122
1984-05-23,5,-302.31635
1984-05-23,6,-295.68008
1984-05-23,7,-1170.934
1984-05-23,8,-656.9873
1984-05-23,9,2047.8846
1984-05-24,0,857.0635
1984-05-24,1,-1310.7245
1984-05-24,2,743.28345
1984-05-24,3,4635.9043
1984-05-24,4,3546.3381
1984-05-24,5,-2086.4363
1984-05-24,6,2169.0293
1984-05-24,7,-1514.3488
1984-05-24,8,-1089.6941
1984-05-24,9,7.8231306
1984-05-25,0,-1894.7115
1984-05-25,1,2707.7744
1984-05-25,2,4223.0376
1984-05-25,3,602.62427
1984-05-25,4,727.79266
1984-05-25,5,-158.67195
1984-05-25,6,1156.7513
1984-05-25,7,760.3469
1984-05-25,8,1804.8561
1984-05-25,9,45.398903
1984-05-26,0,-1651.0442
1984-05-26,1,-1211.5721
1984-05-26,2,2354.2678
1984-05-26,3,-340.2402
1984-05-26,4,-4025.3687
1984-05-26,5,-1171.2169
1984-05-26,6,-281.86832
1984-05-26,7,-176.49797
1984-05-26,8,-157.79474
1984-05-26,9,477.1025
1984-05-27,0,2591.165
1984-05-27,1,-970.4357
1984-05-27,2,128.18005
1984-05-27,3,416.03873
1984-05-27,4,455.1712
1984-05-27,5,-2547.091
1984-05-27,6,3754.0686
1984-05-27,7,-108.897354
1984-05-27,8,-781.90094
1984-05-27,9,-538.9885
1984-05-28,0,8764.755
1984-05-28,1,-927.6232
1984-05-28,2,2363.5374
1984-05-28,3,-4025.3457
1984-05-28,4,-1294.705
1984-05-28,5,-1222.7141
1984-05-28,6,1413.8362
1984-05-28,7,885.8829
1984-05-28,8,-1259.2014
1984-05-28,9,-1503.2336
1984-05-29,0,12041.286
1984-05-29,1,-4474.683
1984-05-29,2,402.36554
1984-05-29,3,-1355.484
1984-05-29,4,-742.0381
1984-05-29,5,2146.9146
1984-05-29,6,-223.28343
1984-05-29,7,-2014.3594
1984-05-29,8,-1648.4658
1984-05-29,9,-2258.3035
1984-05-30,0,8215.352
1984-05-30,1,-2671.461
1984-05-30,2,-1489.0149
1984-05-30,3,2270.9019
1984-05-30,4,275.68225
1984-05-30,5,2510.5828
1984-05-30,6,555.597
1984-05-30,7,-1458.9244
1984-05-30,8,-466.53812
1984-05-30,9,-1893.9474
1984-05-31,0,2015.684
1984-05-31,1,402.61505
1984-05-31,2,-1089.2583
1984-05-31,3,4142.681
1984-05-31,4,2915.8284
1984-05-31,5,2539.8171
1984-05-31,6,2189.6956
1984-05-31,7,-991.07635
1984-05-31,8,-84.41262
1984-05-31,9,-890.10474
1984-06-01,0,-1914.9312
1984-06-01,1,968.7775
1984-06-01,2,2092.5435
1984-06-01,3,1048.4814
1984-06-01,4,5229.522
1984-06-01,5,1416.4142
1984-06-01,6,1591.4755
1984-06-01,7,2088.6692
1984-06-01,8,940.6941
1984-06-01,9,-1952.5828
