date,mode,pcs,tor
1988-05-27,6,-187.03175,False
1988-05-27,7,111.57453,False
1988-05-27,8,-91.0383,False
1988-05-27,9,-205.2775,False
1988-05-28,0,-356.1481,False
1988-05-28,1,-39.60802,False
1988-05-28,2,-143.28589,False
1988-05-28,3,79.89794,False
1988-05-28,4,-228.43459,False
1988-05-28,5,-47.20734,False
1988-05-28,6,-183.45105,False
1988-05-28,7,189.9341,False
1988-05-28,8,175.14691,False
1988-05-28,9,10.109759,False
1988-05-29,0,-526.7542,False
1988-05-29,1,560.6255,False
1988-05-29,2,-326.97437,False
1988-05-29,3,204.99574,False
1988-05-29,4,-419.35062,False
1988-05-29,5,-53.268394,False
1988-05-29,6,-340.85254,False
1988-05-29,7,105.27644,False
1988-05-29,8,-134.20859,False
1988-05-29,9,10.761594,False
1988-05-30,0,-799.5535,True
1988-05-30,1,831.2787,True
1988-05-30,2,-3.6700091,True
1988-05-30,3,-467.56363,True
1988-05-30,4,-120.44427,True
1988-05-30,5,-111.86394,True
1988-05-30,6,-123.06763,True
1988-05-30,7,5.5750604,True
1988-05-30,8,137.61064,True
1988-05-30,9,28.194475,True
1988-05-31,0,-889.06573,False
1988-05-31,1,325.26196,False
1988-05-31,2,-70.258995,False
1988-05-31,3,-608.6258,False
1988-05-31,4,18.358986,False
1988-05-31,5,86.25032,False
1988-05-31,6,-195.20091,False
1988-05-31,7,115.76415,False
1988-05-31,8,169.2492,False
1988-05-31,9,105.39528,False
1989-05-17,0,-96.80357,False
1989-05-17,1,431.49997,False
1989-05-17,2,142.86421,False
1989-05-17,3,-799.9528,False
1989-05-17,4,-339.7106,False
1989-05-17,5,256.88144,False
1989-05-17,6,130.57951,False
1989-05-17,7,81.729034,False
1989-05-17,8,193.85693,False
1989-05-17,9,376.15295,False
1989-05-18,0,-516.63824,True
1989-05-18,1,347.7085,True
1989-05-18,2,-46.259563,True
1989-05-18,3,-220.77185,True
1989-05-18,4,-506.79596,True
1989-05-18,5,378.88608,True
1989-05-18,6,-157.06612,True
1989-05-18,7,-15.941979,True
1989-05-18,8,-376.6687,True
1989-05-18,9,496.49402,True
1989-05-19,0,-719.72516,False
1989-05-19,1,191.96832,False
1989-05-19,2,135.02806,False
1989-05-19,3,-22.927542,False
1989-05-19,4,-573.75684,False
1989-05-19,5,294.28952,False
1989-05-19,6,-62.169914,False
1989-05-19,7,-117.9076,False
1989-05-19,8,-91.58435,False
1989-05-19,9,99.471924,False
1989-05-20,0,-411.39175,False
1989-05-20,1,-161.21004,False
1989-05-20,2,304.18274,False
